Stock,EventD,EventT,ER_Date,ER_A/B,OptionEX,C/P,Strike,StockV,Height,Size,OPrice,Direction,Condition,MillionD,OIa,OIChange,MaxMillionD,MaxStrike,MinHeight,MaxHeight,MarketCapB,Index
HYG,180718,101212,,,180921,P,77.0,85.62,90.0,2500,0.1,Un0%     ,Spread              ,0.03,30482,5000.0,0.08,82.0,90.0,96.0,,HYG_180718_101212_B
HYG,180718,101212,,,180921,P,82.0,85.62,96.0,2500,0.31,Buy33%   ,Spread              ,0.08,116846,5597.0,0.08,82.0,90.0,96.0,,HYG_180718_101212_A
FOXA,180718,132128,20180808.0,amc,190118,P,42.0,46.68,90.0,8350,0.9,Buy100%  ,Spread              ,0.75,14,0.0,0.75,45.0,90.0,96.0,86.4,FOXA_180718_132128_B
FOXA,180718,132128,20180808.0,amc,180817,P,45.0,46.68,96.0,8350,0.45,Buy100%  ,Spread              ,0.38,10474,8512.0,0.75,45.0,90.0,96.0,86.4,FOXA_180718_132128_A
ESRX,180718,142428,20180801.0,amc,190118,P,62.5,77.89,80.0,600,2.55,Sell100% ,Spread              ,0.15,8603,1137.0,0.15,75.0,80.0,96.0,43.8,ESRX_180718_142428_B
ESRX,180718,142428,20180801.0,amc,190118,P,75.0,77.89,96.0,200,6.0,Buy100%  ,Spread              ,0.12,39207,786.0,0.15,75.0,80.0,96.0,43.8,ESRX_180718_142428_A
EFA,180718,100939,,,180921,P,58.0,67.89,85.0,4000,0.11,Sell42%  ,Spread              ,0.04,2480,0.0,0.22,65.0,85.0,96.0,,EFA_180718_100939_B
EFA,180718,100939,,,180921,P,65.0,67.89,96.0,4000,0.54,Sell100% ,Spread              ,0.22,83709,0.0,0.22,65.0,85.0,96.0,,EFA_180718_100939_A
GLD,180718,132147,,,181019,P,100.0,116.31,86.0,700,0.08,Sell100% ,Spread              ,0.01,837,720.0,0.04,110.0,86.0,95.0,,GLD_180718_132147_B
GLD,180718,132147,,,181019,P,110.0,116.31,95.0,700,0.5,Buy100%  ,Spread              ,0.04,1174,691.0,0.04,110.0,86.0,95.0,,GLD_180718_132147_A
FL,180718,115747,20180816.0,bmo,190118,C,25.0,52.82,47.0,150,27.8,Un0%     ,Spread              ,0.42,3731,-7.0,0.42,50.0,47.0,95.0,6.1,FL_180718_115747_B
FL,180718,115747,20180816.0,bmo,180720,C,50.0,52.82,95.0,150,2.8,Buy100%  ,Spread              ,0.04,702,-430.0,0.42,50.0,47.0,95.0,6.1,FL_180718_115747_A
FL,180718,115745,20180816.0,bmo,190118,C,25.0,52.82,47.0,150,27.8,Un0%     ,Spread              ,0.42,3731,-7.0,0.42,50.0,47.0,95.0,6.1,FL_180718_115745_B
FL,180718,115745,20180816.0,bmo,180720,C,50.0,52.82,95.0,150,2.8,Buy100%  ,Spread              ,0.04,702,-430.0,0.42,50.0,47.0,95.0,6.1,FL_180718_115745_A
EBAY,180718,150748,20180718.0,amc,180720,P,34.0,37.95,90.0,1862,0.14,Buy100%  ,Spread              ,0.03,6256,5392.0,0.09,36.0,90.0,95.0,37.1,EBAY_180718_150748_B
EBAY,180718,150748,20180718.0,amc,180720,P,36.0,37.95,95.0,1862,0.46,Buy100%  ,Spread              ,0.09,9518,4189.0,0.09,36.0,90.0,95.0,37.1,EBAY_180718_150748_A
EBAY,180718,101038,20180718.0,amc,180720,P,32.0,37.95,84.0,1448,0.06,Buy100%  ,Spread              ,0.01,4193,3970.0,0.07,36.0,84.0,95.0,37.1,EBAY_180718_101038_B
EBAY,180718,101038,20180718.0,amc,180720,P,36.0,37.95,95.0,1448,0.5,Sell100% ,Spread              ,0.07,9518,4189.0,0.07,36.0,84.0,95.0,37.1,EBAY_180718_101038_A
XRT,180718,132708,,,180921,P,45.0,50.08,90.0,1000,0.34,Sell100% ,Spread              ,0.03,6420,999.0,0.03,47.0,90.0,94.0,,XRT_180718_132708_B
XRT,180718,132708,,,180921,P,47.0,50.08,94.0,500,0.66,Un0%     ,Spread              ,0.03,971,513.0,0.03,47.0,90.0,94.0,,XRT_180718_132708_A
SIG,180718,134404,20180830.0,bmo,180817,P,50.0,58.71,85.0,1000,0.5,Buy100%  ,Spread              ,0.05,1343,1238.0,0.16,55.0,85.0,94.0,3.6,SIG_180718_134404_B
SIG,180718,134404,20180830.0,bmo,180817,P,55.0,58.71,94.0,1000,1.6,Buy100%  ,Spread              ,0.16,1320,998.0,0.16,55.0,85.0,94.0,3.6,SIG_180718_134404_A
NXPI,180718,115844,20180731.0,amc,190118,P,80.0,106.49,75.0,690,2.3,Sell80%  ,Spread              ,0.16,45969,763.0,0.59,100.0,75.0,94.0,36.9,NXPI_180718_115844_B
NXPI,180718,115844,20180731.0,amc,190118,P,100.0,106.49,94.0,690,8.55,Buy100%  ,Spread              ,0.59,49185,692.0,0.59,100.0,75.0,94.0,36.9,NXPI_180718_115844_A
NXPI,180718,104116,20180731.0,amc,180817,P,90.0,106.49,85.0,500,2.08,Sell100% ,Spread              ,0.1,33713,946.0,0.3,100.0,85.0,94.0,36.9,NXPI_180718_104116_C
NXPI,180718,104116,20180731.0,amc,180817,P,90.0,106.49,85.0,500,2.07,Sell100% ,Spread              ,0.1,33713,946.0,0.3,100.0,85.0,94.0,36.9,NXPI_180718_104116_B
NXPI,180718,104116,20180731.0,amc,180817,P,100.0,106.49,94.0,500,6.05,Buy6%    ,Spread              ,0.3,38782,638.0,0.3,100.0,85.0,94.0,36.9,NXPI_180718_104116_A
NXPI,180718,100228,20180731.0,amc,180817,P,90.0,106.49,85.0,5000,2.15,Sell25%  ,Spread              ,1.08,33713,946.0,1.55,100.0,85.0,94.0,36.9,NXPI_180718_100228_B
NXPI,180718,100228,20180731.0,amc,180817,P,100.0,106.49,94.0,2500,6.2,Sell100% ,Spread              ,1.55,38782,638.0,1.55,100.0,85.0,94.0,36.9,NXPI_180718_100228_A
EBAY,180718,101033,20180718.0,amc,180720,P,32.0,37.95,84.0,1496,0.06,Buy100%  ,Spread              ,0.01,4193,3970.0,0.06,35.5,84.0,94.0,37.1,EBAY_180718_101033_B
EBAY,180718,101033,20180718.0,amc,180720,P,35.5,37.95,94.0,1496,0.38,Sell100% ,Spread              ,0.06,2671,2044.0,0.06,35.5,84.0,94.0,37.1,EBAY_180718_101033_A
CSX,180718,122109,20181015.0,amc,200117,C,50.0,69.0,72.0,125,21.5,Buy25%   ,Spread              ,0.27,589,0.0,0.27,65.0,72.0,94.0,60.5,CSX_180718_122109_B
CSX,180718,122109,20181015.0,amc,200117,C,65.0,69.0,94.0,125,10.7,Sell18%  ,Spread              ,0.13,517,476.0,0.27,65.0,72.0,94.0,60.5,CSX_180718_122109_A
CSX,180718,120952,20181015.0,amc,200117,C,50.0,69.0,72.0,350,21.5,Buy26%   ,Spread              ,0.75,589,0.0,0.75,65.0,72.0,94.0,60.5,CSX_180718_120952_B
CSX,180718,120952,20181015.0,amc,200117,C,65.0,69.0,94.0,350,10.7,Sell16%  ,Spread              ,0.37,517,476.0,0.75,65.0,72.0,94.0,60.5,CSX_180718_120952_A
TSLA,180718,150107,20180801.0,amc,180921,P,250.0,323.85,77.0,126,6.25,Sell50%  ,Spread              ,0.08,7609,-94.0,0.22,300.0,77.0,93.0,55.0,TSLA_180718_150107_B
TSLA,180718,150107,20180801.0,amc,180921,P,300.0,323.85,93.0,126,17.4,Buy100%  ,Spread              ,0.22,7768,144.0,0.22,300.0,77.0,93.0,55.0,TSLA_180718_150107_A
CTB,180718,111154,20180802.0,bmo,181116,P,20.0,25.7,78.0,3000,0.4,Sell33%  ,Spread              ,0.12,3805,500.0,0.42,24.0,78.0,93.0,1.3,CTB_180718_111154_B
CTB,180718,111154,20180802.0,bmo,181116,P,24.0,25.7,93.0,3000,1.4,Buy100%  ,Spread              ,0.42,3554,500.0,0.42,24.0,78.0,93.0,1.3,CTB_180718_111154_A
ULTA,180718,110027,20180830.0,bmo,180921,P,225.0,250.64,90.0,1272,4.88,Buy100%  ,Spread              ,0.62,3757,2823.0,0.77,230.0,90.0,92.0,14.6,ULTA_180718_110027_B
ULTA,180718,110027,20180830.0,bmo,180921,P,230.0,250.64,92.0,1272,6.03,Buy100%  ,Spread              ,0.77,3759,2818.0,0.77,230.0,90.0,92.0,14.6,ULTA_180718_110027_A
OCN,180718,150204,20180726.0,bmo,181019,C,3.5,4.34,81.0,3785,1.05,Buy100%  ,Spread              ,0.4,7345,7235.0,0.4,4.0,81.0,92.0,0.6,OCN_180718_150204_B
OCN,180718,150204,20180726.0,bmo,180720,C,4.0,4.34,92.0,3785,0.38,Buy6%    ,Spread              ,0.14,4241,0.0,0.4,4.0,81.0,92.0,0.6,OCN_180718_150204_A
EBAY,180718,155037,20180718.0,amc,180720,P,28.0,37.95,74.0,1302,0.02,Sell33%  ,Spread              ,0.0,8,0.0,0.03,35.0,74.0,92.0,37.1,EBAY_180718_155037_B
EBAY,180718,155037,20180718.0,amc,180720,P,35.0,37.95,92.0,1302,0.23,Sell100% ,Spread              ,0.03,7909,937.0,0.03,35.0,74.0,92.0,37.1,EBAY_180718_155037_A
EVHC,180718,140700,20180806.0,bmo,181221,P,30.0,44.08,68.0,500,0.15,Sell100% ,Spread              ,0.01,154,0.0,0.05,40.0,68.0,91.0,5.3,EVHC_180718_140700_D
EVHC,180718,140700,20180806.0,bmo,181221,P,35.0,44.08,79.0,500,0.45,Un0%     ,Spread              ,0.02,1444,1062.0,0.05,40.0,68.0,91.0,5.3,EVHC_180718_140700_C
EVHC,180718,140700,20180806.0,bmo,181221,P,35.0,44.08,79.0,500,0.5,Buy100%  ,Spread              ,0.03,1444,1062.0,0.05,40.0,68.0,91.0,5.3,EVHC_180718_140700_B
EVHC,180718,140700,20180806.0,bmo,181221,P,40.0,44.08,91.0,500,1.0,Buy20%   ,Spread              ,0.05,2465,482.0,0.05,40.0,68.0,91.0,5.3,EVHC_180718_140700_A
TXT,180718,110046,20180718.0,bmo,181221,P,60.0,66.44,90.0,2000,1.82,Sell60%  ,Spread              ,0.36,217,0.0,0.36,60.0,90.0,90.0,17.3,TXT_180718_110046_B
TXT,180718,110046,20180718.0,bmo,180817,P,60.0,66.44,90.0,2000,0.27,Sell100% ,Spread              ,0.05,2075,2024.0,0.36,60.0,90.0,90.0,17.3,TXT_180718_110046_A
ESRX,180718,112921,20180801.0,amc,190118,P,65.0,77.89,83.0,2450,2.45,Sell100% ,Spread              ,0.6,20007,4953.0,1.47,70.0,83.0,90.0,43.8,ESRX_180718_112921_C
ESRX,180718,112921,20180801.0,amc,190118,P,67.5,77.89,87.0,2450,2.95,Sell53%  ,Spread              ,0.72,12552,5021.0,1.47,70.0,83.0,90.0,43.8,ESRX_180718_112921_B
ESRX,180718,112921,20180801.0,amc,181116,P,70.0,77.89,90.0,4900,3.0,Buy72%   ,Spread              ,1.47,7371,5000.0,1.47,70.0,83.0,90.0,43.8,ESRX_180718_112921_A
EBAY,180718,155033,20180718.0,amc,180720,P,30.0,37.95,79.0,501,0.04,Buy50%   ,Spread              ,0.0,5555,5483.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_B
EBAY,180718,155033,20180718.0,amc,180720,P,30.0,37.95,79.0,600,0.04,Buy50%   ,Spread              ,0.0,5555,5483.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_B
EBAY,180718,155033,20180718.0,amc,180720,P,30.0,37.95,79.0,600,0.04,Buy50%   ,Spread              ,0.0,5555,5483.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_B
EBAY,180718,155033,20180718.0,amc,180720,P,30.0,37.95,79.0,600,0.04,Buy50%   ,Spread              ,0.0,5555,5483.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_B
EBAY,180718,155033,20180718.0,amc,180720,P,30.0,37.95,79.0,600,0.04,Buy50%   ,Spread              ,0.0,5555,5483.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_B
EBAY,180718,155033,20180718.0,amc,180720,P,34.0,37.95,90.0,600,0.13,Buy100%  ,Spread              ,0.01,6256,5392.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_A
EBAY,180718,155033,20180718.0,amc,180720,P,34.0,37.95,90.0,501,0.13,Buy100%  ,Spread              ,0.01,6256,5392.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_A
EBAY,180718,155033,20180718.0,amc,180720,P,34.0,37.95,90.0,600,0.13,Buy100%  ,Spread              ,0.01,6256,5392.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_A
EBAY,180718,155033,20180718.0,amc,180720,P,34.0,37.95,90.0,600,0.13,Buy100%  ,Spread              ,0.01,6256,5392.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_A
EBAY,180718,155033,20180718.0,amc,180720,P,34.0,37.95,90.0,600,0.13,Buy100%  ,Spread              ,0.01,6256,5392.0,0.01,34.0,79.0,90.0,37.1,EBAY_180718_155033_A
NXPI,180718,134525,20180731.0,amc,180817,P,90.0,106.49,85.0,2889,2.1,Buy100%  ,Spread              ,0.61,33713,946.0,0.8,95.0,85.0,89.0,36.9,NXPI_180718_134525_B
NXPI,180718,134525,20180731.0,amc,180817,P,95.0,106.49,89.0,2000,4.0,Buy100%  ,Spread              ,0.8,40786,-957.0,0.8,95.0,85.0,89.0,36.9,NXPI_180718_134525_A
MOMO,180718,103225,20180820.0,bmo,190118,P,40.0,45.62,88.0,1300,3.4,Sell100% ,BuyWrite            ,0.44,2875,1514.0,0.44,40.0,88.0,88.0,9.2,MOMO_180718_103225_B
MOMO,180718,102943,20180820.0,bmo,190118,P,40.0,45.62,88.0,1300,3.4,Sell33%  ,BuyWrite            ,0.44,2875,1514.0,0.44,40.0,88.0,88.0,9.2,MOMO_180718_102943_A
EFX,180718,132200,20180725.0,amc,180720,C,110.0,126.2,87.0,1540,16.0,Buy33%   ,Spread              ,2.46,241,-2200.0,2.46,110.0,87.0,87.0,15.4,EFX_180718_132200_A
RIG,180718,123902,20180730.0,amc,190215,P,10.0,12.82,78.0,4468,0.47,Buy100%  ,Spread              ,0.21,395,0.0,0.25,11.0,78.0,86.0,6.0,RIG_180718_123902_B
RIG,180718,123902,20180730.0,amc,190118,P,11.0,12.82,86.0,3876,0.65,Buy100%  ,Spread              ,0.25,56618,0.0,0.25,11.0,78.0,86.0,6.0,RIG_180718_123902_A
RIG,180718,120523,20180730.0,amc,190215,P,10.0,12.82,78.0,2234,0.47,Buy100%  ,Spread              ,0.1,395,0.0,0.13,11.0,78.0,86.0,6.0,RIG_180718_120523_B
RIG,180718,120523,20180730.0,amc,190118,P,11.0,12.82,86.0,1938,0.65,Buy100%  ,Spread              ,0.13,56618,0.0,0.13,11.0,78.0,86.0,6.0,RIG_180718_120523_A
CVX,180718,105223,20180727.0,bmo,190621,C,105.0,121.53,86.0,120,18.48,Buy2%    ,BuyWrite            ,0.22,42,0.0,0.22,105.0,86.0,86.0,230.9,CVX_180718_105223_A
CVX,180718,105100,20180727.0,bmo,190621,C,105.0,121.53,86.0,207,18.43,Buy3%    ,Spread              ,0.38,42,0.0,0.38,105.0,86.0,86.0,230.9,CVX_180718_105100_B
CVX,180718,105100,20180727.0,bmo,180921,C,105.0,121.53,86.0,207,15.82,Sell60%  ,Spread              ,0.33,823,0.0,0.38,105.0,86.0,86.0,230.9,CVX_180718_105100_A
COST,180718,120126,20181004.0,amc,181019,P,180.0,214.97,84.0,1200,0.77,Buy100%  ,Spread              ,0.09,1586,1200.0,0.09,180.0,84.0,84.0,94.3,COST_180718_120126_A
TWTR,180718,101553,20180727.0,bmo,190118,P,35.0,43.34,81.0,434,2.24,Buy71%   ,BuyWrite            ,0.1,5732,2221.0,0.25,35.0,81.0,81.0,32.2,TWTR_180718_101553_C
TWTR,180718,101553,20180727.0,bmo,190118,P,35.0,43.34,81.0,1040,2.24,Buy71%   ,BuyWrite            ,0.23,5732,2221.0,0.25,35.0,81.0,81.0,32.2,TWTR_180718_101553_B
TWTR,180718,101553,20180727.0,bmo,190118,P,35.0,43.34,81.0,1126,2.24,Buy71%   ,BuyWrite            ,0.25,5732,2221.0,0.25,35.0,81.0,81.0,32.2,TWTR_180718_101553_A
NXPI,180718,153331,20180731.0,amc,190118,P,85.0,106.49,80.0,1062,2.85,Buy29%   ,Spread              ,0.3,2768,1128.0,0.3,85.0,80.0,80.0,36.9,NXPI_180718_153331_A
YNDX,180718,124101,20180726.0,bmo,180817,C,30.0,38.06,79.0,2000,8.4,Buy33%   ,BuyWrite            ,1.68,13096,-3000.0,1.68,30.0,79.0,79.0,12.1,YNDX_180718_124101_B
YNDX,180718,124101,20180726.0,bmo,180817,P,30.0,38.06,79.0,2000,0.15,Buy100%  ,BuyWrite            ,0.03,14218,-3000.0,1.68,30.0,79.0,79.0,12.1,YNDX_180718_124101_A
COST,180718,120126,20181004.0,amc,180817,P,170.0,214.97,79.0,1200,0.01,Sell75%  ,Spread              ,0.0,1250,0.0,0.0,170.0,79.0,79.0,94.3,COST_180718_120126_A
VALE,180718,112501,,,200117,C,10.0,13.41,75.0,700,3.87,Buy20%   ,Spread              ,0.27,4359,700.0,0.27,10.0,75.0,75.0,68.0,VALE_180718_112501_B
VALE,180718,112501,,,190118,C,10.0,13.41,75.0,700,3.57,Sell60%  ,Spread              ,0.25,50167,-16.0,0.27,10.0,75.0,75.0,68.0,VALE_180718_112501_A
MELI,180718,133548,20180808.0,amc,180817,C,270.0,369.35,73.0,3800,104.9,Sell2%   ,Spread              ,39.86,34,0.0,39.86,270.0,73.0,73.0,15.1,MELI_180718_133548_A
MELI,180718,133548,20180808.0,amc,180817,P,270.0,369.35,73.0,3800,1.95,Sell85%  ,Spread              ,0.74,3870,3809.0,0.74,270.0,73.0,73.0,15.1,MELI_180718_133548_A
CSX,180718,101955,20181015.0,amc,180817,C,45.0,69.0,65.0,100,22.8,Sell61%  ,Spread              ,0.23,2310,0.0,2.31,50.0,65.0,72.0,60.5,CSX_180718_101955_E
CSX,180718,101955,20181015.0,amc,190215,C,50.0,69.0,72.0,100,18.5,Buy70%   ,Spread              ,0.19,2310,,2.31,50.0,65.0,72.0,60.5,CSX_180718_101955_D
CSX,180718,101955,20181015.0,amc,190215,C,50.0,69.0,72.0,250,18.5,Buy70%   ,Spread              ,0.46,2310,,2.31,50.0,65.0,72.0,60.5,CSX_180718_101955_C
CSX,180718,101955,20181015.0,amc,190215,C,50.0,69.0,72.0,400,18.5,Buy70%   ,Spread              ,0.74,2310,,2.31,50.0,65.0,72.0,60.5,CSX_180718_101955_B
CSX,180718,101955,20181015.0,amc,190215,C,50.0,69.0,72.0,1250,18.5,Buy70%   ,Spread              ,2.31,2310,,2.31,50.0,65.0,72.0,60.5,CSX_180718_101955_A
CSX,180718,101406,20181015.0,amc,180817,C,45.0,69.0,65.0,200,22.23,Sell42%  ,Spread              ,0.44,2310,0.0,0.44,50.0,65.0,72.0,60.5,CSX_180718_101406_B
CSX,180718,101406,20181015.0,amc,190215,C,50.0,69.0,72.0,200,17.98,Buy27%   ,Spread              ,0.36,2310,,0.44,50.0,65.0,72.0,60.5,CSX_180718_101406_A
CSX,180718,101335,20181015.0,amc,180817,C,45.0,69.0,65.0,110,22.9,Buy1%    ,Spread              ,0.25,2310,0.0,0.25,50.0,65.0,72.0,60.5,CSX_180718_101335_B
CSX,180718,101335,20181015.0,amc,190215,C,50.0,69.0,72.0,110,18.65,Buy14%   ,Spread              ,0.21,2310,,0.25,50.0,65.0,72.0,60.5,CSX_180718_101335_A
AMD,180718,142018,20180725.0,amc,190118,C,12.0,16.85,71.0,380,5.5,Buy100%  ,BuyWrite            ,0.21,50264,-544.0,0.21,12.0,71.0,71.0,16.3,AMD_180718_142018_A
CSX,180718,101955,20181015.0,amc,180817,C,45.0,69.0,65.0,400,22.8,Sell61%  ,Spread              ,0.91,2310,0.0,2.85,45.0,65.0,65.0,60.5,CSX_180718_101955_B
CSX,180718,101955,20181015.0,amc,180817,C,45.0,69.0,65.0,1250,22.8,Sell61%  ,Spread              ,2.85,2310,0.0,2.85,45.0,65.0,65.0,60.5,CSX_180718_101955_A
TSLA,180718,153505,20180801.0,amc,200117,P,85.0,323.85,26.0,750,7.45,Sell18%  ,Spread              ,0.56,241,0.0,0.74,200.0,26.0,62.0,55.0,TSLA_180718_153505_B
TSLA,180718,153505,20180801.0,amc,200117,P,200.0,323.85,62.0,250,29.75,Buy100%  ,Spread              ,0.74,10800,164.0,0.74,200.0,26.0,62.0,55.0,TSLA_180718_153505_A
TSLA,180718,132557,20180801.0,amc,200117,P,85.0,323.85,26.0,1500,7.6,Sell33%  ,Spread              ,1.14,241,0.0,1.52,200.0,26.0,62.0,55.0,TSLA_180718_132557_B
TSLA,180718,132557,20180801.0,amc,200117,P,200.0,323.85,62.0,500,30.3,Buy5%    ,Spread              ,1.52,10800,164.0,1.52,200.0,26.0,62.0,55.0,TSLA_180718_132557_A
